Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,y_axis
Mercedes-Benz,1993,regular unleaded,158.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Sedan,25,17,617,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,35,23,3916,32850,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,34,23,3916,38650,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,31,20,3916,48750,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,35,23,3916,34850,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,Convertible,34,22,3916,40650,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31,20,3916,44150,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
BMW,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,34,22,3916,32850,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,30,20,3916,46150,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
BMW,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,30,20,3916,50750,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
BMW,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,31,21,3916,46450,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
BMW,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,32,21,3916,49050,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
BMW,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Convertible,32,21,3916,51050,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
BMW,2017,premium unleaded (recommended),335.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,32,21,3916,44450,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,34,23,3916,38950,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,35,24,3916,33150,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,33,24,3916,35150,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2017,premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Compact,Convertible,33,23,3916,40950,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Audi,1990,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20,16,3105,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Audi,1990,regular unleaded,162.0,5.0,MANUAL,all wheel drive,4.0,Midsize,Wagon,22,15,3105,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Audi,1990,regular unleaded,162.0,5.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,23,15,3105,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Audi,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,22,16,3105,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Audi,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,Midsize,Wagon,22,16,3105,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Audi,1991,regular unleaded,162.0,5.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20,16,3105,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Chrysler,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,25170,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,23950,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,18,1013,29370,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Chrysler,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,21995,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2015,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,26625,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Chrysler,2015,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,18,1013,30825,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,21995,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,27795,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,18,1013,31785,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Chrysler,2016,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,18,1013,29905,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,22490,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,27570,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,25690,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2016,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,24490,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,18,1013,29905,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Chrysler,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,18,1013,31785,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,26685,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,22490,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,25690,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2017,flex-fuel (unleaded/E85),295.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,18,1013,30900,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,27795,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,21995,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chrysler,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,24490,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Nissan,1996,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29,21,2009,2000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Nissan,1997,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29,21,2009,2000,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Nissan,1998,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,28,20,2009,2073,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Nissan,1996,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,19,2009,3713,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Nissan,1996,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,19,2009,3520,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Nissan,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,19,2009,3910,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Nissan,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,19,2009,4182,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Nissan,1997,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,19,2009,4107,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Nissan,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,20,2009,4299,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Nissan,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,20,2009,4693,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Nissan,1998,regular unleaded,155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,20,2009,4107,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Volvo,1991,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,26,19,870,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Volvo,1991,regular unleaded,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,23,18,870,2000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Volvo,1991,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26,19,870,2000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Volvo,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26,19,870,2000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Volvo,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,26,19,870,2000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Volvo,1992,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26,19,870,2000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Volvo,1993,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26,19,870,2000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Volvo,1993,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Wagon,25,18,870,2000,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,29,586,16020,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,29,586,14530,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,28,586,16860,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2012,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,28,586,15370,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,28,586,17050,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,28,586,15560,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mazda,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,29,586,16210,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
Mazda,2013,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,29,586,14720,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,28,586,17050,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,28,586,15560,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
Mazda,2014,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,29,586,16210,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
Mazda,2014,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,29,586,14720,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]"
BMW,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,30,20,3916,47250,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,33,22,3916,41850,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,33,22,3916,41850,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]"
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,34,22,3916,43000,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,30,20,3916,49200,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
BMW,2017,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,30,20,3916,49650,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2017,premium unleaded (required),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,33,23,3916,43950,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,33,22,3916,41950,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),335.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,33,25,3916,50150,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,35,23,3916,37500,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,32,21,3916,43750,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,45,32,3916,39000,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33,22,3916,39500,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33,22,3916,39500,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,35,23,3916,34950,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,20,3916,45750,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
BMW,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,43,31,3916,43450,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,35,23,3916,37500,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,43,31,3916,41000,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2015,premium unleaded (required),180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,36,24,3916,32950,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
BMW,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,40,30,3916,41850,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2016,premium unleaded (required),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33,22,3916,47800,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2016,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,42,32,3916,39850,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
BMW,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,22,3916,38350,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
